VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-00064_PSM_38_TXS7R8TOJO	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate57/Tar_Cz11_57G7_RG7_01_643.mzXML	2189	3298	2132	Cyclosporin,_9CI_Cyclosporin_Q	10	2.7e-18	1173.81	587.907	446.813	M+2H	2	CC=CCC(C)C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O	3.37
spectra-04616_PSM_30_TOXNCI8MOC	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/DMC3_Sulf1_53D8_RD8_01_510.mzXML	913	1465	371	Destruxins_Piperidine_homologue	9	2.7e-18	591.363	592.368	207.921	M+H	1	C=CCC1C(=O)N2CCCCC2C(=O)NC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C)C(=O)NCCC(=O)O1	3.65
spectra-00673_PSM_9_ZVJ067ERT8	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_PFA2_GL1D6_GD6_01_892.mzXML	2066	3100	2526	Hypomurocin_B_Hypomurocin_B2	10	2.8e-18	1733.05	867.541	418.528	M+2H	2	CC(C)CC(CO)NC(=O)C(CCC(=N)O)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(C(C)C)NC(=O)C(C)(C)NC(=O)C(CCC(=N)O)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(=O)C	3.33
spectra-03136_PSM_0_8N70AJQ3GN	MSV000078568/spectrum/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate24/1901_024H10_GH10_01_14946.mzXML	780	1165	2361	Dolastatin_10_Dolastatin_10	8	4.0e-18	784.492	393.25	188.079	M+2H	2	CCC(C)C(C(CC(=O)N1CCCC1C(C(C)C(=O)NC(Cc1ccccc1)c1nccs1)OC)OC)N(C)C(=O)C(C(C)C)NC(=O)C(C(C)C)N(C)C	3.30
spectra-06254_PSM_0_U6RFLGSSVS	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate24/1895_024D1_GD1_01_14886.mzXML	2154	2671	585	Dolastatin_D_Dolastatin_D	9	4.7e-18	573.341	574.359	380.325	M+H	1	CCC(C)C1C(=O)NC(C)C(C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(Cc2ccccc2)C(=O)N1	3.63
spectra-03750_PSM_50_PWLTZQ97QV	MSV000079098/clustered/MSV000079098_specs_ms.mgf	31063	202238	4208	RHM3	6	5.1e-18	1007.7	1008.71	-1	M+H	1	CC(=O)N[C@@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)O)C(CC)C)C)C(C)CC)C)C(CC)C)C)C(C)C)C)C(C)C)CC(C)C)C)C(C)C)CCC(=O)N	3.61
spectra-00165_PSM_1_TS847OEIXH	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate57/Unknown2_Cz10_57E7_RE7_01_618.mzXML	806	1305	649	JBIR_114_JBIR_114	8	6.5e-18	581.285	582.292	188.343	M+H	1	CC1C(=O)N2CCCC2C(=O)N2CCCC2C(=O)N2CCCCC2C(=O)OC(C)C(C(=O)N1)NC(=O)c1ccccc1	3.59
spectra-03057_PSM_39_I3ZV7C8Y2E	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate57/Reese_Cz1_57C3_RC3_01_589.mzXML	2570	3747	1135	Cyclosporin,_9CI_Cyclosporin_Z	8	6.5e-18	1173.85	1174.84	501.762	M+H	1	CCCCCCC1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	3.57
spectra-00011_PSM_2_NE2FCDLYV2	MSV000078936/raw/Samples/ISP2-s-EAM-P-09_E-11_P1-E-11_01_13615.mzXML	82	550	1403	Ilamycins_Ilamycin_A	8	6.7e-18	1041.55	1042.55	195.25	M+H	1	CC=CCC1C(=O)NC(Cc2cn(c3ccccc23)C(C)(C)C2CO2)C(=O)N(C)C(CC(C)C)C(=O)NC(Cc2ccc(c(c2)N(=O)=O)O)C(=O)NC(C)C(=O)N(C)C(CC(C)C=O)C(=O)NC(CC(C)C)C(=O)N1	3.55
spectra-03966_PSM_4_79L7YRBC3C	MSV000078937/raw/Samples/ISP2-s-BuOH-P-03_B-9_P1-B-9_01_14296.mzXML	49	418	3558	WS-7338-D	7	8.1e-18	584.296	585.303	150.991	M+H	1	N1C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1C(C)C)Cc1c[nH]c2c1cccc2)CCC(=O)O)C)C(C)C	4.02
spectra-07466_PSM_0_M4RJ6EUKQO	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate21/A1855_021D7_RD7_01_14582.mzXML	724	1099	2063	Dolastatin_10_Homologue_(R_=_CH3)	9	8.8e-18	798.508	400.265	185.461	M+2H	2	CCC(C)C(C(CC(=O)N1CCCC1C(C(C)C(=O)NC(Cc1ccccc1)c1nccs1)OC)OC)N(C)C(=O)C(C(C)C)NC(=O)C(C(C)CC)N(C)C	3.26
spectra-00673_PSM_11_VECHNHCTUV	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_PFA2_GL1D6_GD6_01_892.mzXML	2775	3939	4645	Trichokindin-IIa	9	9.5e-18	1747.06	874.535	526.129	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)(C)C)CO)C)(C)C)(C)C)CCC(=O)N)(C)C)CC(C)C)(C)C)C)(CC)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(CC)C)CO)CCC(=O)N)(C)C)(C)C)CC(C)C)CCC1	4.26
spectra-10916_PSM_9_1MWMVL5OX1	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate64/FST6_Cz3_64G4_GG4_01_736.mzXML	1903	2843	4631	Trichorzin_MA-2;_Trichoharzin_MA-2	10	9.9e-18	1747.06	874.54	391.91	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)(C)C)CO)C)(C)C)(CC)C)CCC(=O)N)(C)C)CC(C)C)(C)C)CC(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(C)C)CO)CCC(=O)N)(C)C)(C)C)CC(C)C)CCC1	4.21
spectra-00285_PSM_1_R3I8MUTU4B	MSV000078568/spectrum/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate7/1631_007G6_RG6_01_13182.mzXML	1217	1652	2363	Almiramide_C_7,8-Didehydro	7	1.0e-17	724.489	725.497	260.882	M+H	1	C#CCCCCC(C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)N(C)C(Cc1ccccc1)C(=N)O	4.00
spectra-07986_PSM_48_PH1IA6EYSE	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate57/Widow_Sulf43_57A10_RA10_01_571.mzXML	1419	2361	4107	Leucinostatin_N	6	1.0e-17	1119.76	1120.77	323.538	M+H	1	N1(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCC(=O)NC(CNC)C)(C)C)(C)C)CC(C)C)CC(C)C)(C)C)C(C(C)C)O)CC(CO)C)CC(C1)C)C(=O)/C=C/[C@@H](CC)C	3.98
spectra-00896_PSM_4_L8Y4UC9MZT	MSV000078635/ccms_peak/Large_Pseudomonas_v2/P2-C-11_P1-C-11_01_3363.mzXML	69	181	3632	versicoloritide_A	7	1.6e-17	559.279	560.273	70.982	M+H	1	[C@@H]12N(C(=O)[C@@H](NC(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC1=O)C)Cc1ccccc1)CCC3)Cc1ccccc1)CCC2	3.96
spectra-00143_PSM_4_TORPL6V5OB	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate13/A1732_013D7_RD7_01_15593.mzXML	2427	3150	453	Viequeamide_B_7'',8''-Dihydro	9	2.0e-17	809.494	810.51	473.626	M+H	1	C=CCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N(C)C(C)C(=O)NC(C(C)C)C(=O)O1	3.94
spectra-01287_PSM_0_4TZ8SIYT60	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_Cz1_GL1F7_GF7_01_919.mzXML	2195	3455	1761	Verrucamides_Verrucamide_C	12	2.2e-17	1400.83	701.421	466.104	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(CO)C(=O)N1C	4.17
spectra-04198_PSM_2_6P494LIJV4	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate64/Tracy_PDA2_64G8_GG8_01_740.mzXML	2080	3076	4610	Trichorzin_HA-5	9	2.6e-17	1731.07	866.534	422.646	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C)(C)C)C)(C)C)(CC)C)CCC(=O)N)(C)C)C(C)C)(C)C)CC(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)CO)CCC(=O)N)(CC)C)(C)C)CC(C)C)CCC1	4.12
spectra-08019_PSM_17_DATAHO2KTO	MSV000078568/clustered/MSV000078568_specs_ms.mgf	23534	5744172	69	Apramide_A_7',8'-Dihydro	7	2.9e-17	978.598	979.613	-1	M+H	1	C=CCCCCC(C)C(=O)N(C)C(C)C(=O)N(C)C(C(C)C)C(=O)N1CCCC1C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc1ccc(cc1)OC)C(=O)N(C)Cc1nccs1	3.92
spectra-01247_PSM_23_LF0W8H42UI	MSV000078937/clustered/MSV000078937_specs_ms.mgf	1593	3092	2808	Radamycin_Radamycin	9	3.4e-17	1105.27	1106.29	-1	M+H	1	CC(C)C1C(=O)NCc2nc(c(C)o2)C(=O)NC(C)c2nc(cs2)C(=O)NC(C)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)c2nc(c(C)o2)c2c(ccc(C(=O)NC(=C)C(=O)NC(=C)C(=N)O)n2)c2nc(cs2)C(=O)N1	3.90
spectra-04275_PSM_1_CKLHM2HBQA	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_BGA2_64C8_GC8_01_690.mzXML	1498	2425	4768	Boletusin	9	4.8e-17	1895.07	948.534	337.999	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)Cc2ccccc2)(C)C)C)(C)C)(CC)C)CC(C)C)CCC(=O)N)(C)C)(C)C)C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc2c[nH]c3c2cccc3)CO)CCC(=O)N)(C)C)(C)C)(C)C)CCC1	4.08
spectra-00892_PSM_20_8S2X6D5OVN	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_PBA3_GL1G7_GG7_01_932.mzXML	1675	2970	4822	Trichosporin-Bs-f;_Trichosporin-B-I-a	9	6.1e-17	1966.13	984.066	403.163	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)(C)C)C)CO)C)(C)C)(C)C)CCC(=O)N)(C)C)C(CC)C)(C)C)C(CC)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc2ccccc2)CO)CCC(=O)N)CCC(=O)N)(C)C)(C)C)C(C)C)CCC1	4.04
spectra-05332_PSM_7_EQY5161H8L	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate57/Clearwater_Cz4_57D6_RD6_01_604.mzXML	2055	3241	3780	Beauvericin_G2	8	6.9e-17	755.378	756.382	436.866	M+H	1	N1(C(=O)[C@H](OC(=O)[C@@H](N(C(=O)[C@H](OC(=O)[C@@H](N(C(=O)[C@H](OC(=O)[C@@H]1Cc1ccccc1)CC)C)Cc1ccccc1)CC)C)Cc1ccccc1)C(C)C)C	4.35
spectra-03048_PSM_4_JD9YZ1LTVH	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate71/Squire_Cz6_71D2_RD2_01_792.mzXML	2270	3804	4429	Clavariopsin_A	8	7.5e-17	1153.7	1154.7	508.815	M+H	1	C1(=O)N([C@H](C(=O)NCC(=O)N([C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N2[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H]1[C@H](CC)C)C)CC(=O)O)C)C(C)C)C(C)C)C)CCCC2)C(C)C)Cc1ccc(cc1)OC)C(C)C)C)[C@H](CC)C)C	4.33
spectra-01010_PSM_2_97A1RO2AX3	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate28/1952_028A5_GA5_01_15275.mzXML	1900	2550	1312	Veraguamide_K_Veraguamide_K	7	8.4e-17	812.393	813.407	367.295	M+H	1	CCC(C)C(C(=O)N1CCCC1C(=O)N(C)C(C(C)C)C(=O)OCC)OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(C)C(CCCC#CBr)O	4.31
spectra-01898_PSM_4_KBO4X22U1T	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate5/1596_005D3_RD3_01_12941.mzXML	2592	3127	1212	Pitipeptolide_A_7,8-Dihydro	9	8.5e-17	809.494	810.5	441.603	M+H	1	C=CCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)OC(C(C)CC)C(=O)N2CCCC2C(=O)NC(C(C)CC)C(=O)NCC(=O)O1	4.29
spectra-05332_PSM_6_VE058NQOBT	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate57/Clearwater_Cz4_57D6_RD6_01_604.mzXML	2338	3572	2329	Beauvericins_Beauvericin_B	8	9.0e-17	811.441	812.444	479.229	M+H	1	CCC(C)C1C(=O)N(C)C(Cc2ccccc2)C(=O)OC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)OC(C(C)CC)C(=O)N(C)C(Cc2ccccc2)C(=O)O1	4.27
spectra-05959_PSM_30_PSAW3U39SB	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate53/Quaker_GVA1_53C8_RC8_01_498.mzXML	1486	2662	2761	Leucinostatin_D_N9-Oxide	6	1.0e-16	1133.78	1134.78	363.259	M+H	1	CCC(C)C=CC(=O)N1CC(C)CC1C(=O)NC(CC(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CN(=O)(C)C	4.25
spectra-00642_PSM_6_L7Q54H8E6J	MSV000078937/raw/Samples/ISP2-s-BuOH-P-08_F-6_P1-F-6_01_14752.mzXML	120	578	932	Actinomycin_D,_8CI,_9CI,_JAN_3α,3β-Bis-L-pipecolic_acid_homologue	9	1.3e-16	1282.66	1283.68	205.167	M+H	1	CC(C)C1C(=O)N2CCCCC2C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC(C)C(C(=O)N1)NC(=O)c1ccc(C)c2c1nc1c(c(c(=O)c(C)c1o2)N)C(=O)NC1C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCCN2C(=O)C(C(C)C)NC1=O	4.23
spectra-10916_PSM_12_K9PKGDN7O8	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate64/FST6_Cz3_64G4_GG4_01_736.mzXML	2005	2964	4632	Trichotoxin_A40	9	1.5e-16	1718.03	860.031	407.849	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C)(C)C)(C)C)CC(C)C)(C)C)CCC(=O)N)(C)C)(C)C)(C)C)C)(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(C)C)CO)CCC(=O)O)(CC)C)(C)C)CC(C)C)CCC1	4.00
spectra-00718_PSM_3_P1E5DAD9AS	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate57/Bread_A_Cz2_57C9_RC9_01_595.mzXML	872	1360	1749	Talaromin_A_Talaromin_A	8	2.0e-16	763.39	764.402	197.086	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)Nc2ccccc2C(=O)NC(C(C)C)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N1	4.21
spectra-01287_PSM_17_TU2Z7071UH	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_Cz1_GL1F7_GF7_01_919.mzXML	1665	2700	4211	RHM_2	6	2.2e-16	1021.72	1022.72	369.615	M+H	1	CC(=O)N[C@@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)O)C(C)CC)C)C(C)CC)C)C(C)CC)C)C(C)CC)C)C(C)C)CC(C)C)C)C(C)C)CCC(=O)N	4.19
spectra-08956_PSM_4_83XH7QAX5L	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate64/Mullis3500_SEA1_64E7_GE7_01_714.mzXML	1925	3318	2471	Sporidesmolides_Sporidesmolide_V	8	2.2e-16	652.441	653.449	453.786	M+H	1	CCC(C)C1C(=O)NC(CC(C)C)C(=O)OC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)OC(C(C)C)C(=O)N1	4.17
spectra-06442_PSM_2_BH3HFSLOWP	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/Quaker_PBA2_53C2_RC2_01_492.mzXML	1785	2596	4598	Trichovirin_II_3a	9	2.3e-16	1717.05	859.533	355.633	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C)(C)C)C)CC(C)C)(C)C)CCC(=O)N)(CC)C)C(C)C)(C)C)(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)CO)CCC(=O)N)(C)C)(C)C)CC(C)C)CCC1	6.73
spectra-02277_PSM_5_3FUKVOOIN7	MSV000079050/ccms_peak/Cyanobacteria/1440_RA7_01_23115.mzXML	1415	2550	773	Dragonamide_A_2',3'-Didehydro	6	2.9e-16	651.436	652.444	364.935	M+H	1	C#CCCCC=C(C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc1ccccc1)C(=N)O	4.59
spectra-08168_PSM_13_BPFRAKQXH1	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate57/NewZealand_Spinach4_57G6_RG6_01_642.mzXML	2224	3036	4228	massetolide_I	8	3.1e-16	1111.67	1112.66	411.646	M+H	1	N1[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CO)C(=O)NC(C(=O)OC(C)C(NC(=O)[C@H](NC(=O)[C@@H](NC(=O)C[C@H](CCCCCCC)O)CC(C)C)CCC(=O)O)C(=O)N[C@@H](C(=O)N[C@H](C1=O)CC(C)C)CC)C(CC)C)CO	4.57
spectra-04616_PSM_39_04K8MUISZC	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/DMC3_Sulf1_53D8_RD8_01_510.mzXML	919	1471	2767	Destruxins_NVal,NAla-Di-de-Me	8	3.3e-16	565.348	566.354	208.554	M+H	1	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NCCC(=O)OC(CC(C)C)C(=O)N2CCCC2C(=O)N1	4.55
spectra-00143_PSM_5_CXAEBOE5QV	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate13/A1732_013D7_RD7_01_15593.mzXML	2575	3316	485	Viequeamide_B_7'',7'',8'',8''-Tetrahydro	8	4.0e-16	811.51	812.525	496.441	M+H	1	CCCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N(C)C(C)C(=O)NC(C(C)C)C(=O)O1	4.95
spectra-02633_PSM_10_4M3A3RDSPW	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_NA2_GL1E8_GE8_01_908.mzXML	1767	2989	4622	Efrapeptin-E	8	4.0e-16	1634.08	818.038	404.131	M+2H	2	N1(C(=O)C(NC(=O)[C@H]2N(C(=O)C)CCCC2)(C)C)[C@H](C(=O)NC(C(=O)NC(C(=O)N[C@H](C(=O)NCCC(=O)NCC(=O)NC(C(=O)NC(C(=O)N2[C@H](C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CN3C4=[N+](CCC3)CCC4)CC(C)C)(CC)C)CC(C)C)(C)C)CCCC2)(C)C)(C)C)CC(C)C)(C)C)(CC)C)CCCC1	6.67
spectra-01290_PSM_2_6MZ9S91AED	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate57/CBR_Cz3_57F3_RF3_01_626.mzXML	1430	2252	736	Emericellamides_Emericellamide_A	7	4.2e-16	609.41	610.42	311.599	M+H	1	CCCCCCC(C)C1C(C)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)O1	4.93
spectra-04213_PSM_4_CQFCG8U4AB	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate13/A1731_013C7_RC7_01_15580.mzXML	2171	2826	3156	Veraguamide_D_Veraguamide_D	8	4.5e-16	702.457	703.456	425.428	M+H	1	C#CCCCC1C(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)CC)C(=O)N2CCCC2C(=O)N(C)C(C(C)CC)C(=O)O1	4.91
spectra-11269_PSM_6_ZHTQ9S1FZP	MSV000079050/clustered/MSV000079050_specs_ms.mgf	8635	118631	2477	Dolastatin_15_Dolastatin_15	6	5.0e-16	836.505	837.52	-1	M+H	1	CC(C)C(C(=O)N(C)C(C(C)C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)OC(C(C)C)C(=O)N1C(Cc2ccccc2)C(=CC1=O)OC)NC(=O)C(C(C)C)N(C)C	4.89
spectra-05020_PSM_0_1RAAJ4BDDZ	MSV000078937/raw/Samples/ISP2-s-BuOH-P-09_C-7_P1-C-7_01_14819.mzXML	33	457	3075	Antibiotic_TP_1161_Antibiotic_TP_1161	9	5.2e-16	1161.26	1162.29	164.366	M+H	1	CC=C1c2nc(c(C)o2)C(=O)NCc2nc(cs2)C(=O)NC(C)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)c2nc(co2)c2c(ccc(C(=O)NC(=C)C(=O)NC(=C)C(=O)NCC(=O)C)n2)c2nc(cs2)C(=O)NC(C(C)O)C(=O)N1	4.87
spectra-05789_PSM_0_OQBV6W9UDU	MSV000078936/raw/Samples/ISP2-s-EAM-P-10_B-4_P1-B-4_01_13674.mzXML	148	686	1314	Octavalinomycin_Octavalinomycin	7	5.7e-16	740.421	741.443	241.089	M+H	1	CC(C)C1C(=O)OC(C)C(=O)NC(C(C)C)C(=O)OC(C(C)C)C(=O)NC(C(C)C)C(=O)OC(C)C(=O)NC(C(C)C)C(=O)OC(C(C)C)C(=O)N1	4.85
spectra-00506_PSM_20_XL48RYKWHM	MSV000078635/spectrum/Large_Pseudomonas_v2/P3-E-05_P1-E-5_01_3507.mzXML	284	674	125	Amphisin_Amphisin	9	5.9e-16	1394.83	1395.84	237.146	M+H	1	CCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(C)OC(=O)CC(C(=O)O)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CCC(=N)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC1=O)O	4.82
spectra-11080_PSM_3_0XPALX6QH3	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/Quaker_Cit1_53D3_RD3_01_505.mzXML	1493	2346	2007	Acuminatum_Acuminatum_C	8	6.2e-16	873.521	874.525	321.257	M+H	1	CCCCCCCCCCC(C)C1CC(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCC(=N)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)C)C(=O)O1	4.80
