VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-02767_PSM_94_DG0XNF3PQN	MSV000078635/spectrum/Large_Pseudomonas_v2/P1-A-09_P1-A-9_01_3209.mzXML	100	212	4330	Gratisin;_Gratizin	9	4.0e-17	1466.83	790.435	81.453	M+2H	2	N12C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C3N(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1CCC2)Cc1ccc(cc1)O)C(C)C)CCCN)CC(C)C)Cc1ccccc1)CCC3)Cc1ccc(cc1)O)C(C)C)CCCN)CC(C)C)Cc1ccccc1	26.58
spectra-08790_PSM_3_YTQWHZDRE1	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate11/A1699_011C8_RC8_01_13546.mzXML	1019	1417	513	Destruxins_5'-Hydroxy,_NVal-de-Me	9	4.1e-17	595.358	333.222	221.548	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCCC(=O)OC(CC(C)CO)C(=O)N2CCCC2C(=O)N1	26.65
spectra-02153_PSM_4_DYND5FKJCK	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate27/1935_027A7_RA7_01_15163.mzXML	696	1054	2001	Scytonemide_A_Scytonemide_A	10	4.2e-17	744.417	379.243	180.465	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C=NC(Cc2ccc(cc2)O)C(=O)NCC(=O)NC(CCC(=N)O)C(=O)N1	26.72
spectra-03038_PSM_1_DKZU873QZL	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate18/1783_018D9_GD9_01_14271.mzXML	1625	2078	206	Antibiotic_A_54145_3-Demethoxy,_3'''-deoxy	11	4.2e-17	1611.78	813.393	307.109	M+2H	2	CCC(C)CCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=N)O)C(=O)NC1C(C)OC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=N)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)CN(C)C1=O	26.68
spectra-04173_PSM_143_1EVZQKWJJU	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_Sulf3_GL1A1_GA1_01_850.mzXML	1992	2950	4624	Trichotoxin_A-50_T5G	9	4.3e-17	1701.02	851.495	397.044	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C)(C)C)(C)C)CC(C)C)(C)C)CCC(=O)N)(C)C)(C)C)(C)C)C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C=O)C(C)C)CCC(=O)N)(CC)C)(C)C)CC(C)C)CCC1	26.74
spectra-01211_PSM_65_V7YBDVTTPL	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_LB_Kana3_64C6_GC6_01_688.mzXML	1175	1712	622	Clavamine_Clavamine	7	4.5e-17	792.461	445.291	246.927	M+2H	2	CC(C(=O)NCCCCNCCC(=O)NCCCCCNC(=O)C(CC(=N)O)NC(=O)Cc1ccc(cc1O)O)NC(=O)CNC(=O)C(CCCNC(=N)N)N	26.71
spectra-02609_PSM_104_3JJFTJE2K3	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_MEA1_64A1_GA1_01_658.mzXML	1777	2694	1869	Kahalalide_K_Kahalalide_K	10	4.6e-17	891.474	969.551	372	M+H	1	CC(C)CCCCCC1CC(=O)NC(Cc2ccccc2)C(=O)N2CC(CC2C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CC(=N)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)O1)O	15.32
spectra-03961_PSM_1_MFQISZ22X9	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate20/A1842_020F6_GF6_01_14503.mzXML	1927	2454	1508	Aureobasidins_Aureobasidin_B	12	4.6e-17	1086.67	563.383	371.215	M+2H	2	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)NC(CC(C)C)C(=O)N(C)C(C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1)C(C)(C)O	26.67
spectra-06298_PSM_71_8ASI9JBB35	MSV000078936/raw/Samples/ISP2-s-EAM-P-08_F-12_P1-F-12_01_13524.mzXML	183	698	2127	Pestahivin_Demethoxy	8	4.6e-17	946.626	1041.66	245.42	M+H	1	CCCCC(C)CC1C(=O)N(C)C(C)C(=O)OC(CCC#N)C(=O)NC(CC(C)CCCC)C(=O)N(C)C(CC(C)C)C(=O)NC(CC(C)C)C(=O)N(C)C(Cc2c[nH]c3ccccc23)C(=O)N1	15.30
spectra-06482_PSM_191_VEF0A0KFP9	MSV000079050/raw/Cyanobacteria/PAC12_RC8_01_23145.mzXML	1326	2512	4356	Maltacine_C2a	10	4.7e-17	1472.72	681.337	361.001	M+2H	2	N1C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)OCC(CC(C(=O)NC(C(=O)NC(C1=O)CCC(=O)O)C(C)C)NC(=O)C(NC(=O)C(NC(=O)[C@H]1NCCC1)CCC(=O)N)Cc1ccc(cc1)O)O)C(CC)C)Cc1ccc(cc1)O)C)CCCN)Cc1ccc(cc1)O)C(O)C	26.63
spectra-07246_PSM_0_7MENQPLJIP	MSV000078936/ccms_peak/Samples/ISP2-s-EAM-P-09_C-7_P1-C-7_01_13585.mzXML	16	392	4873	RES-701-4	10	5.0e-17	2073.84	1003.44	142.064	M+2H	2	N12C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)CC(NC(=O)C1CCC2)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)Cc1c2c([nH]c1)c(O)ccc2)Cc1ccc(cc1)O)Cc1ccc(cc1)O)CC(=O)N)Cc1ccccc1)Cc1ccccc1)Cc1c[nH]c2c1cccc2)CC(=O)N)Cc1c[nH]c2c1cccc2)Cc1nc[nH]c1)[C@H](O)C)CO	26.91
spectra-01507_PSM_22_B3MMP4J92L	MSV000079050/ccms_peak/Cyanobacteria/PASL6_RE8_01_23174.mzXML	2956	4439	4252	Azetomycin_I;_3A(3B)-(2-Acetidinecarboxy	9	5.1e-17	1240.61	681.414	612.215	M+2H	2	c1(c2c(c(c(=O)c1N)C)oc1c(n2)c(C(=O)NC2C(=O)NC(C(=O)N3C(C(=O)N(CC(=O)N(C(C(=O)OC2C)C(C)C)C)C)CC3)C(C)C)ccc1C)C(=O)NC1C(=O)NC(C(=O)N2C(C(=O)N(CC(=O)N(C(C(=O)OC1C)C(C)C)C)C)CCC2)C(C)C	27.08
spectra-02321_PSM_3_1D40BRMDBN	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate64/Malibu_MEA90_64D10_GD10_01_704.mzXML	1247	1976	526	Iturin_C_Iturin_C3	10	5.1e-17	1071.56	506.237	277.459	M+2H	2	CC(C)CCCCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CC(=N)O)C(=O)NC(CCC(=N)O)C(=O)N2CCCC2C(=O)NC(CC(=N)O)C(=O)NC(CO)C(=O)N1	27.04
spectra-01666_PSM_0_SEMLWA12E3	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate9/1658_009D9_RD9_01_13352.mzXML	1666	2157	2857	Destruxins_3-Isoleucine_analogue,_4',5'-dihydro,_4'ξ-hydroxy,_5'-chloro	8	5.3e-17	643.335	299.219	331.685	M+2H	2	CCC(C)C1C(=O)N(C)C(C(C)CC)C(=O)N(C)C(C)C(=O)NCCC(=O)OC(CC(CCl)O)C(=O)N2CCCC2C(=O)N1	27.10
spectra-02609_PSM_91_EJYM1ESAL1	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_MEA1_64A1_GA1_01_658.mzXML	1949	2899	4829	Hypelcin-B-V	10	5.3e-17	1929.13	962.042	398.671	M+2H	2	N1(C(=O)C(NC(=O)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(CC)C)CO)CCC(=O)N)CCC(=O)O)(C)C)(C)C)C(C)C)CCC2)(C)C)(C)C)(C)C)CC(C)C)(C)C)CCC(=O)N)(C)C)(C)C)C)(C)C)CCC1	27.07
spectra-02943_PSM_0_92NA1WHVR0	MSV000078568/spectrum/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate29/1907_029D2_RD2_01_15428.mzXML	591	997	628	Antibiotic_GE_23077B_Antibiotic_GE_23077B1	9	5.3e-17	791.33	379.173	170.214	M+2H	2	CC(C)CC(=O)NC1C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(C(C(C(=N)O)O)O)C(=O)NC(C(C)O)C(=O)NCC(C(=O)NC(C(=O)N1)C(=O)O)O	27.03
spectra-03071_PSM_2_AGUXQJO6VX	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate18/1793_018E8_GE8_01_14293.mzXML	688	1039	247	Microcyclamide_7806A_Microcyclamide_7806A	9	5.4e-17	534.226	323.188	172.551	M+2H	2	CCC(C)C1c2nc(cs2)C(=O)NC(C)C(=O)OC(C)C(C(=O)NC(C(C)C)c2nc(co2)C(=O)N1)N	26.99
spectra-02216_PSM_2_0AJQM2V6SR	MSV000078568/spectrum/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate3/1577_003F3_RF3_01_12756.mzXML	2948	3661	2959	Loloatins_Loloatin_D	10	5.5e-17	1311.63	639.281	510.441	M+2H	2	CC(C)CC1C(=O)NC(Cc2ccc(cc2)O)C(=O)N2CC(CC2C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(=N)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(C(C)C)C(=O)NC(CCCN)C(=O)N1)O	26.95
spectra-04769_PSM_6_K2919M0DS8	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_Itra1_GL1F5_GF5_01_917.mzXML	1663	2598	4798	Trichocellin-B-I	9	5.7e-17	1923.08	943.035	353.164	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)(C)C)C)(C)C)C)(C)C)C)CCC(=O)N)(C)C)CC(C)C)(C)C)(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc2ccccc2)CO)CCC(=O)N)CCC(=O)O)(C)C)(C)C)C(C)C)CCC1	27.02
spectra-05720_PSM_2_ZDQIBP8UMF	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate28/1981_028G2_GG2_01_15351.mzXML	1738	2275	1486	Antibiotic_A_54145_Antibiotic_A_54145A	11	5.7e-17	1643.77	814.48	335.393	M+2H	2	CCC(C)C1C(=O)OC(C)C(C(=O)N(C)CC(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(C(C(=O)O)OC)C(=O)NCC(=O)NC(CC(=N)O)C(=O)NC(CCC(=O)O)C(=O)N1)NC(=O)C(C(C(=N)O)O)NC(=O)C(CCC(=O)O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCCCCCC(C)C	26.98
spectra-06381_PSM_15_HHOULLUCMH	MSV000079450/peak/mzXML/P3-H-01_Agar_P1-H-1_01_12514.mzXML	54	225	2871	Cycloforskamide_Cycloforskamide	9	5.7e-17	1174.57	659.336	85.839	M+2H	2	CCC(C)C1C2=NC(CS2)C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)N2CCCC2C2=NC(CS2)C(=O)NC(C(C)CC)C(=O)N2CCCC2C2=NC(CS2)C(=O)NC(C(C)C)C(=O)N1	26.94
spectra-05635_PSM_108_K49OX8TJT6	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_BFA4_64B10_GB10_01_679.mzXML	2232	3179	4777	Trichokonin-IIa	9	5.8e-17	1908.08	976.023	433.899	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)(C)C)C)(C)C)C)(C)C)C)CCC(=O)N)(C)C)C(C)C)(C)C)CC(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc2ccccc2)CO)CCC(=O)N)CCC(=O)N)(C)C)(C)C)C)CCC1	26.90
spectra-00577_PSM_34_C5QUEPEO27	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate53/Salvation_Cz_wo1_53G2_RG2_01_542.mzXML	2030	3220	1463	Hirsutatin_A_Hirsutatin_A	8	5.9e-17	676.368	772.419	433.813	M+H	1	CC(C)CC1C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)OC(C(C)C)C(=O)OC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)N1C	15.41
spectra-03546_PSM_1_K7OJ0R63JX	MSV000078568/spectrum/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate29/1909_029D9_RD9_01_15438.mzXML	743	1156	3903	hymenamide_D	9	6.0e-17	769.401	331.191	235.667	M+2H	2	[C@@H]1(C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N1)CCC3)CC(=O)O)Cc1ccc(cc1)O)CCC2)[C@H](CC)C)C)CC(C)C	26.86
spectra-02502_PSM_93_IEJ5E5MIB6	MSV000078568/clustered/MSV000078568_specs_ms.mgf	24766	5821907	4871	RES-701-2	10	6.1e-17	2057.85	1029.45	-1	M+2H	2	N12C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)CC(NC(=O)C1CCC2)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)Cc1c2c([nH]c1)c(O)ccc2)Cc1ccc(cc1)O)Cc1ccc(cc1)O)CC(=O)N)Cc1ccccc1)Cc1ccccc1)Cc1c[nH]c2c1cccc2)CC(=O)N)Cc1c[nH]c2c1cccc2)Cc1nc[nH]c1)[C@H](O)C)C	26.83
spectra-05180_PSM_8_SRGVZGSBA6	MSV000079050/ccms_peak/Cyanobacteria/PASF01_RD4_01_23154.mzXML	1944	3256	2673	Antibiotic_T_987B_Antibiotic_T_987B	8	6.1e-17	717.41	751.411	457.607	M+H	1	CC(C)CC1C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCCCC(=O)O1	15.38
spectra-12402_PSM_455_A7EJZ5TR1F	MSV000079098/clustered/MSV000079098_specs_ms.mgf	32203	204307	2924	(ADMAdda5)Microcystins_(ADMAdda5)Microcystin_LHar	8	6.1e-17	1036.56	1150.66	-1	M+H	1	CC(C)CC1C(=O)NC(C(C)C(=O)NC(CCCCNC(=N)N)C(=O)NC(C=CC(=CC(C)C(Cc2ccccc2)OC(=O)C)C)C(C)C(=O)NC(CCC(=O)N(C)C(=C)C(=O)NC(C)C(=O)N1)C(=O)O)C(=O)O	15.36
spectra-01952_PSM_0_HWENZ5A00I	MSV000078568/spectrum/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate24/1891_024A11_GA11_01_14845.mzXML	814	1193	1822	Antibiotic_A_10255E_Antibiotic_A_10255E	11	6.3e-17	1258.28	619.148	192.593	M+2H	2	CC(C)C=C1c2ncc(C(=O)NCc3ncc(C(=O)NC(C)c4ncc(C(=O)NC(=C)C(=O)NC(=C)c5nc(co5)c5c(ccc(C(=O)NC(=C)C(=O)NC(=C)C(=O)NC(=C)C(=O)NC(=C)C(=O)O)n5)c5nc(cs5)C(=O)NC(C(C)O)C(=O)N1)s4)s3)o2	26.79
spectra-06347_PSM_64_HJ8PJKIYPG	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate71/Squire_Cz6_71D2_RD2_01_792.mzXML	1214	1998	1969	Apratoxin_D_Apratoxin_D	7	6.5e-17	881.534	848.509	276.436	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)OC(CC(C)CC(C(C)C2=NC(C=C(C)C(=O)NC(Cc3ccc(cc3)OC)C(=O)N(C)C(C)C(=O)N1C)CS2)O)C(C)CC(C)(C)C	15.34
spectra-07028_PSM_0_ZSYGWMM1OK	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate20/A1843_020G1_GG1_01_14509.mzXML	897	1274	1322	Minutissamide_A_Minutissamide_A	11	6.5e-17	1117.61	546.289	210.333	M+2H	2	CCCCCCCCC(C)C1C(C(=O)NC(C(C)C)C(=O)NC(=CC)C(=O)NC(CC(=N)O)C(=O)NC(=CC)C(=O)NC(CC(=N)O)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)N(C)C(CC(=N)O)C(=O)N2CCCC2C(=O)N1)O	26.75
spectra-00515_PSM_6_UAPLW9IK6C	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate23/1883_023E5_RE5_01_14786.mzXML	1451	1923	1154	Kahalalide_B_Kahalalide_B	9	6.7e-17	877.459	878.602	285.695	M+H	1	CC(C)CCCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	15.31
spectra-06307_PSM_0_O0X0SCFUCA	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate22/1867_022C8_GC8_01_14669.mzXML	3025	3683	1977	Hypeptin_Hypeptin	8	6.7e-17	1021.52	451.254	540.552	M+2H	2	CCC(C)C1C(=O)OC(C(C(=O)NC(C(c2ccc(cc2)O)O)C(=O)NC(C(C(C)C)O)C(=O)N1)NC(=O)C(C(C(=N)O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(C)N)C(=N)O	26.82
spectra-02806_PSM_1_FK8IW0CI1Y	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate8/1637_008C2_GC2_01_13229.mzXML	1890	2394	3720	Isaridin_B	8	6.8e-17	717.41	374.218	364.747	M+2H	2	N12C(=O)C(OC(=O)CCNC(=O)[C@@H](N(C(=O)C(N(C(=O)[C@@H](NC(=O)[C@@H]1[C@H](CC2)C)Cc1ccccc1)C)C(C)C)C)Cc1ccccc1)CC(C)C	26.78
spectra-00571_PSM_49_CPMHFDCAMF	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_SEA2_64C2_GC2_01_684.mzXML	2189	3172	1273	Polymyxin_T1_Polymyxin_T1	10	7.0e-17	1214.79	672.456	434.469	M+2H	2	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O	26.74
spectra-02769_PSM_0_X8FQIGXH00	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate21/A1853_021B7_RB7_01_14558.mzXML	809	1189	853	Aeruginazole_DA1304_Aeruginazole_DA1304	12	7.0e-17	1304.46	597.168	196.926	M+2H	2	CCC(C)C1c2nc(cs2)C(=O)NC(CC(C)C)c2nc(cs2)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CC(=N)O)c2nc(cs2)C(=O)NCC(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)N1	26.70
spectra-03257_PSM_0_L9UAE4XT3F	MSV000078982/peak/1_WilliamsFreshwaterCyanosStandardsRawDataEntireRun_mzXML/PW-35_P1-D-8_Dendroamide_A_488amu_01_15550.mzML	382	692	1667	Aeruginazole_A_Aeruginazole_A	14	7.2e-17	1155.41	612.803	181.828	M+2H	2	CC(C)CC1c2nc(cs2)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CC(=N)O)c2nc(cs2)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)NC(C(C)C)c2nc(cs2)C(=O)N1	26.67
spectra-02886_PSM_155_0KK41LBUGE	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate64/FST6_Cz3_64G4_GG4_01_736.mzXML	2233	3241	4611	Trichotoxin_D;_Trichotoxin_A_50G	9	7.4e-17	1703.03	877.527	444.068	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C)(C)C)(C)C)CC(C)C)(C)C)CCC(=O)N)(C)C)(C)C)(C)C)C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(C)C)CO)CCC(=O)N)(CC)C)(C)C)CC(C)C)CCC1	26.63
spectra-00378_PSM_20_JS48L0GYL6	MSV000078635/spectrum/Large_Pseudomonas_v2/P3-B-08_P1-B-8_01_3465.mzXML	86	206	2194	Perthamide_B_Perthamide_B	9	7.5e-17	1036.39	530.299	79.41	M+2H	2	CCC(C)CCC1C(C(=O)NC(=CC)C(=O)N(C)CC(=O)NC(C(C(=N)O)O)C(=O)NC(C(C)OC)C(=O)N2CC(C)CC2C(=O)NC(Cc2ccc(c(c2)Br)O)C(=O)NC(CC(=N)O)C(=O)N1)O	26.69
spectra-00923_PSM_22_G9WD2R053T	MSV000078635/spectrum/Large_Pseudomonas_v2/P3-D-05_P1-D-5_01_3492.mzXML	73	191	431	Aureobasidins_Aureobasidin_T1	9	7.5e-17	1100.69	553.328	74.408	M+2H	2	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)NC(CC(C)C)C(=O)N(C)C(C(=O)OC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1)C(C)(C)O	26.66
spectra-07516_PSM_3_9QG3XWRP4Y	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate9/1655_009D8_RD8_01_13350.mzXML	2229	2774	3054	Pseudacyclin_D_Pseudacyclin_D	8	7.6e-17	725.448	756.496	416.478	M+H	1	CCC(C)C1C(=O)NCCCC(C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC(C(C)CC)C(=O)N1)NC(=O)C(C(C)C)NC(=O)C	15.42
spectra-00887_PSM_39_F0RIBRVO2Q	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate57/Clearwater_SEA1_57D1_RD1_01_599.mzXML	734	1379	343	Haliclonamide_B_O-(2-Hydroxy-3-methyl-3-butenyl)	9	7.7e-17	872.443	479.294	196.852	M+2H	2	CCC(C)C1C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C)c2nc(co2)C(=O)NC(Cc2ccc(cc2)OCC(C(=C)C)O)C(=O)N2CCCC2C2=NC(C(C)O2)C(=O)N1	26.62
spectra-05415_PSM_1_1E318Q32DJ	MSV000079050/raw/Cyanobacteria/ENQ31-3_RG10_01_23205.mzXML	1044	2187	3573	SF-1902A5	8	7.8e-17	683.447	351.257	322.273	M+2H	2	N1(C(=O)C(C(OC(=O)NCC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1C(CC)C)C(CC)C)CO)C(O)C)CCCCCCCC)C)C	26.69
spectra-03078_PSM_0_9Z0GVQXVH3	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate8/1636_008A11_GA11_01_13215.mzXML	3001	3631	3390	bi-32169	12	7.9e-17	2035.87	1042.94	533.539	M+2H	2	CC[C@@H]([C@H]1NC(=O)C[C@@H]2NC(=O)[C@H](CO)NC(=O)[C@H]3CCCN3C(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H]3N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H]4N(C1=O)CCC4)Cc1c[nH]c4c1cccc4)CC(=O)N)[C@H](O)C)CCC3)Cc1c[nH]c3c1cccc3)C(=O)O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H]1N(C(=O)[C@@H](NC(=O)CNC2=O)CC(C)C)CCC1)Cc1c[nH]c2c1cccc2)C	26.65
spectra-08657_PSM_0_EG0Y0LGGOF	MSV000078937/raw/Samples/ISP2-s-BuOH-P-03_C-10_P1-C-10_01_14309.mzXML	52	486	2807	Grassypeptolide_B_Grassypeptolide_B	9	7.9e-17	1087.52	511.277	174.111	M+2H	2	CC(C)CC1C(=O)NC(C(C)O)C(=O)NC(C)C(C)C(=O)OC(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(Cc2ccccc2)C2=NC(CS2)C(=O)NC(C)C2=NC(CS2)C(=O)N1C	26.61
